Year,Mo,Dy,Hr,Mn,Sec,Val,Tsunami Cause Code,Tsu SRC,mag,Volcano,Tsu Runup,Doubtful Runup,Country,State,Name,lat,long,Distance from Source,Arrival Day,Arrival Hour,Arrival Min,Travel Hour,Travel Min,Max Water Height,Max Inundation Distance,Type,Per,1st Mtn,Num Deaths,Inf Deaths,Num Injuries,Inf Injuries,Mill Damage,Inf Damage,Num House Destroyed,Inf House Destroyed,Num House Damaged,Inf House Damaged,gid,timestamp,timestamp2
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67364,108.70448999999999,226.0,,,,,,1.65,328.6,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67392,108.70443999999999,226.0,,,,,,2.55,296.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.6742300000000006,108.7044,226.0,,,,,,3.05,261.5,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67462,108.70433,226.0,,,,,,5.85,218.1,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67514,108.70421,226.0,,,,,,4.75,158.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67514,108.70421,226.0,,,,,,4.95,158.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67514,108.70421,226.0,,,,,,6.35,158.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.67612,108.70329,226.0,,,,,,7.55,30.1,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.6762,108.70409,226.0,,,,,,6.45,40.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.680060000000001,108.67581000000001,224.0,,,,,,2.57,298.1,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.68192,108.67688000000001,224.0,,,,,,3.17,60.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.68192,108.67688000000001,224.0,,,,,,4.67,60.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.69267,108.66273000000001,222.0,,,,,,4.93,31.2,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.69652,108.65971,221.0,,,,,,4.72,25.9,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.7022699999999995,108.65826000000001,220.0,,,,,,5.45,22.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.7022699999999995,108.65826000000001,220.0,,,,,,5.65,22.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.7022699999999995,108.65826000000001,220.0,,,,,,6.35,22.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK CITANDUI,-7.70701,108.66362,220.0,,,,,,2.9,78.4,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.6843,108.63496,220.0,,,,,,3.77,353.4,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.68496,108.63476000000001,220.0,,,,,,4.37,276.1,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.68532,108.63448999999999,220.0,,,,,,6.37,229.3,4.0,,,,,,,,1.0,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.68613,108.63411,220.0,,,,,,6.27,131.7,4.0,,,,,,,,1.0,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.6920399999999995,108.65215,221.0,,,,,,3.07,256.5,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.692089999999999,108.65211000000001,221.0,,,,,,3.17,249.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.6924,108.65053999999999,221.0,,,,,,3.43,112.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.69243,108.65195,221.0,,,,,,3.27,207.8,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.692710000000001,108.65178,221.0,,,,,,4.07,171.4,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.69287,108.6517,221.0,,,,,,4.37,151.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.6985600000000005,108.65586,221.0,,,,,,4.13,81.6,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.6989,108.65553999999999,221.0,,,,,,6.73,30.7,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.7001100000000005,108.6564,221.0,,,,,,3.07,81.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.70012,108.65661000000001,221.0,,,,,,3.2,107.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.7015,108.65661000000001,220.0,,,,,,4.09,82.8,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.703710000000001,108.65651000000001,220.0,,,,,,4.0,75.1,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.70383,108.65677,220.0,,,,,,4.0,106.4,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.7039100000000005,108.65703,220.0,,,,,,3.75,136.7,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.70396,108.65701999999999,220.0,,,,,,3.5,137.3,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TELUK PARIGI,-7.707089999999999,108.65236000000002,220.0,,,,,,3.64,23.5,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,TIMIN,-7.70177,108.5116,211.0,,,,,,2.93,80.0,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WEST JAVA,"WONOHARJO, CIAMIS",-7.5642,109.438,292.0,,,,,,,,1.0,,,74.0,2.0,34.0,1.0,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WESTJAVA,BULAK BENDA,-7.79392,108.48392,201.0,,,,,,2.07,550.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WESTJAVA,BULAK BENDA,-7.79478,108.48563,201.0,,,,,,3.97,340.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WESTJAVA,BULAK BENDA,-7.79512,108.48518,201.0,,,,,,4.22,340.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WESTJAVA,BULAK BENDA,-7.8022,108.47643000000001,200.0,,,,,,3.52,323.0,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WESTJAVA,BULAK BENDA,-7.8028,108.47497,199.0,,,,,,2.92,357.5,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,WESTJAVA,BULAK BENDA,-7.80468,108.47652,199.0,,,,,,7.77,90.0,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,BANTUL DISTRICT,-7.9,110.333,355.0,,,,,,,,1.0,,,,,3.0,1.0,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,BARON,-8.12831,110.54893,367.0,,,,,,2.31,50.7,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,BARON,-8.1285,110.54839,367.0,,,,,,2.39,52.5,4.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,DRINI,-8.13787,110.57688999999999,370.0,,,,,,4.12,27.1,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,GUNUNG KIDUL DISTRICT,-8.0308,110.6166,378.0,,,,,,,,1.0,,,3.0,1.0,10.0,1.0,,1.0,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,KRAKAL,-8.14516,110.59903999999999,372.0,,,,,,3.26,34.0,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,KUKUP,-8.13353,110.5548,367.0,,,,,,1.11,80.0,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,KULON PROGO,-7.645,110.02694,339.0,,,,,,,,1.0,,,,,,,,1.0,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,PANDANSARI,-8.0006,110.25356000000001,342.0,,,,,,2.51,95.1,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,PANTAI BUGEL,-7.95166,110.15297,335.0,,,,,,5.24,51.2,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,SADENG PORT,-8.1902,110.79937,391.0,,,,,,1.77,230.5,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,SAMAS,-8.00531,110.26632,343.0,,,,,,2.27,24.0,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,SUNDAK,-8.14676,110.60732,372.0,,,,,,4.01,22.8,5.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,INDONESIA,YOGYAKARTA,YOGYAKARTA,-7.667,109.683,306.0,,,,,,,,1.0,,,3.0,1.0,,,,2.0,150.0,2.0,150.0,2.0,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,MALDIVES,,"HANIMAADHOO, HAA DHAALU",6.767,73.167,4193.0,17.0,17.0,9.0,8.0,50.0,0.11,,2.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,MAURITIUS,,"RODRIGUES ISLAND, PORT MATHURIN",-19.680239999999998,63.42119,4862.0,17.0,15.0,4.0,6.0,45.0,0.37,,2.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,REUNION (FRENCH TERRITORY),,POINTE DES GALETS,-20.95,55.3,5720.0,,,,,,0.8,,1.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,REUNION (FRENCH TERRITORY),,PORT EST,-20.93177,55.32185,5717.0,,,,,,,,1.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,REUNION (FRENCH TERRITORY),,REUNION,-20.935,55.2847,5721.0,17.0,16.0,45.0,,,0.12,,2.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,REUNION (FRENCH TERRITORY),,SAINT LEU,-21.16801,55.28565,5723.0,,,,,,0.51,,1.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,REUNION (FRENCH TERRITORY),,SAINT PIERRE,-21.34,55.48,5705.0,,,,,,,,1.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,*,7.7,,*,,REUNION (FRENCH TERRITORY),,SAINTE MARIE,-20.9,55.5,5698.0,,,,,,,,1.0,,,,,,,,,,,,,378,2006-07-17,2006-07-17
2006.0,9.0,28.0,6.0,22.0,9.7,4.0,1.0,*,6.9,,*,,USA TERRITORY,AS,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,295.0,28.0,7.0,1.0,0.0,39.0,0.08,,2.0,,,,,,,,,,,,,379,2006-09-28,2006-09-28
2006.0,10.0,15.0,17.0,7.0,49.2,4.0,1.0,*,6.7,,*,,USA,HI,"KAWAIHAE, HAWAII, HI",20.0366,-155.829,21.0,,,,,,0.1,,2.0,,,,,,,,,,,,,380,2006-10-15,2006-10-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"BAMFIELD, BRITISH COLUMBIA",48.837,-125.137,5805.0,,,,,,0.11,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"BELLA BELLA, BRITISH COLUMBIA",52.163,-128.143,5441.0,,,,,,0.04,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"HENSLUNG COVE, BRITISH COLUMBIA",54.192,-133.003,5053.0,,,,,,0.14,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"LANGARA ISLAND, BRITISH COLUMBIA",54.25,-133.03333,5049.0,,,,,,0.19,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"PORT HARDY, BRITISH COLUMBIA",50.722,-127.488,5555.0,,,,,,0.07,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"TOFINO, BRITISH COLUMBIA",49.153,-125.913,5738.0,,,,,,0.13,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"VICTORIA, BRITISH COLUMBIA",48.425,-123.372,5940.0,,,,,,0.09,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CANADA,BC,"WINTER HARBOR, BRITISH COLUMBIA",50.513,-128.028,5532.0,,,,,,0.12,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,ANTOFAGASTA,ANTOFAGASTA,-23.65,-70.404,15384.0,,,,,,0.28,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,ARICA,ARICA,-18.4758,-70.3232,14972.0,,,,,,0.41,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,ARICA,"D32401 BPR, W-SW OF ARICA, CHILE",-19.547,-74.813,14739.0,16.0,9.0,28.0,22.0,14.0,,,3.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,CHILOE,"ANCUD, ISLA DE CHILOE",-41.867,-73.8278,16287.0,,,,,,0.1,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,CONCEPCION,TALCAHUANO,-36.6953,-73.1063,16074.0,,,,,,0.48,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,COPIAPO,CALDERA,-27.0644,-70.8247,15612.0,,,,,,0.38,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,ELQUI,COQUIMBO,-29.95,-71.3353,15780.0,,,,,,0.37,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,IQUIQUE,IQUIQUE,-20.217,-70.156,15127.0,,,,,,0.32,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,ISLA DE PASCUA,EASTER ISLAND,-27.15,-109.45,12696.0,,,,,,0.37,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,SAN ANTONIO,SAN ANTONIO,-33.5833,-71.6189,16000.0,,,,,,0.28,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,VALDIVIA,CORRAL,-39.8783,-73.4228,16222.0,,,,,,0.28,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,VALPARAISO,JUAN FERNANDEZ ISLANDS,-33.63602,-78.82988,15453.0,,,,,,0.22,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,VALPARAISO,SAN FELIX,-26.283,-80.117,14856.0,,,,,,0.18,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,CHILE,VALPARAISO,VALPARAISO,-33.033,-71.633,15964.0,,,,,,0.35,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,COOK ISLANDS,,RAROTONGA,-21.2,-159.783,8892.0,,,,,,0.22,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,ECUADOR,GALAPAGOS ISLANDS,BALTRA ISLAND,-0.433,-90.283,12030.0,,,,,,0.3,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,ECUADOR,GALAPAGOS ISLANDS,SANTA CRUZ ISLAND,-0.7533,-90.3117,12055.0,,,,,,0.33,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,FIJI,,LAUTOKA,-17.6,177.433,7540.0,,,,,,0.05,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,FIJI,,"SUVA, KING'S WHARF",-18.1342,178.4236,7629.0,,,,,,0.03,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HIVA OA ISLAND, MARQUESAS ISLANDS",-9.8049,-139.0347,9159.0,,,,,,0.33,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,FRENCH POLYNESIA,MARQUESAS ISLANDS,"NUKU HIVA ISLAND, MARQUESAS ISLANDS",-8.9148,-140.09586000000002,9008.0,,,,,,0.44,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,FRENCH POLYNESIA,,"RIKITEA, MANGAREVA ISLAND",-23.1221,-134.9666,10569.0,,,,,,0.06,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,1159.0,15.0,13.0,11.0,1.0,57.0,0.3,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,JAPAN,"BONIN IS, TOKYO",CHICHIJIMA ISLAND,27.0939,142.1947,2377.0,15.0,14.0,14.0,3.0,,0.5,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,JAPAN,"BONIN IS, TOKYO",MIYAKE ISLAND,34.067,139.483,1813.0,,,,,,0.7,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,JAPAN,CHIBA,CHOSHI,35.75,140.867,1587.0,,,,,,0.1,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
2006.0,11.0,15.0,11.0,14.0,13.5,4.0,1.0,*,8.3,,*,,JAPAN,CHIBA,MERA,34.9189,139.825,1718.0,,,,,,0.1,,2.0,,,,,,,,,,,,,381,2006-11-15,2006-11-15
