time,latitude,longitude,depth,mag,place,type,Year,Mo,Dy,Date,timestamp,Hr,Mn,Sec,Val,Tsunami Cause Code,Focal Depth (km),Vol,Deposits,Country,Area,Region,Location Name,lat,long,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Missing,Injuries,Damage ($Mil),_merge,gid,Max Distance,timestamp2
,,,,7.1,,,2010.0,1.0,3.0,,2010-01-03,22.0,36.0,27.9,4.0,1.0,25.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.799,157.346,7.52,51.0,,,,,,,,right_only,417,1744.0,2010-01-03
,,,,6.8,,,2010.0,1.0,5.0,,2010-01-05,12.0,15.0,32.2,4.0,1.0,15.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.019,157.55100000000002,0.03,1.0,,,,,,,,right_only,418,268.0,2010-01-05
2010-01-12T21:53:10.060Z,18.442999999999998,-72.571,13.0,7.0,Haiti region,earthquake,2010.0,1.0,12.0,2010-01-12,2010-01-12,21.0,53.0,10.0,4.0,3.0,13.0,,0.0,HAITI,,74.0,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,3.21,25.0,,,,7.0,,,,both,419,832.0,2010-01-12
,,,,7.0,,,2010.0,2.0,26.0,,2010-02-26,20.0,31.0,26.9,3.0,1.0,25.0,,0.0,JAPAN,,85.0,RYUKYU ISLANDS,25.93,128.425,0.1,2.0,,,,,,,,right_only,420,281.0,2010-02-26
,,,,8.8,,,2010.0,2.0,27.0,,2010-02-27,6.0,34.0,11.5,4.0,1.0,23.0,,4.0,CHILE,,89.0,CENTRAL CHILE,-36.122,-72.898,29.0,650.0,,,,156.0,,12000.0,30000.0,right_only,421,18331.0,2010-02-27
,,,,6.9,,,2010.0,3.0,11.0,,2010-03-11,14.0,39.0,43.9,4.0,1.0,11.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-34.29,-71.891,0.14,2.0,,,,,,,,right_only,422,142.0,2010-03-11
,,,,7.8,,,2010.0,4.0,6.0,,2010-04-06,22.0,15.0,1.5,4.0,1.0,31.0,,0.0,INDONESIA,,60.0,SUMATRA,2.383,97.04799999999999,0.44,6.0,,,,,,,,right_only,423,1188.0,2010-04-06
,,,,7.5,,,2010.0,6.0,12.0,,2010-06-12,19.0,26.0,50.4,4.0,1.0,35.0,,0.0,INDIA,,60.0,LITTLE NICOBAR ISLAND,7.881,91.936,0.03,1.0,,,,,,,,right_only,424,1181.0,2010-06-12
,,,,7.2,,,2010.0,8.0,10.0,,2010-08-10,5.0,23.0,44.9,4.0,1.0,25.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-17.541,168.06900000000002,0.23,1.0,,,,,,,,right_only,425,35.0,2010-08-10
,,,,6.9,,,2010.0,8.0,13.0,,2010-08-13,21.0,19.0,33.0,4.0,1.0,10.0,,0.0,USA TERRITORY,GU,81.0,"GUAM, MARIANA ISLANDS",12.484000000000002,141.476,0.07,1.0,,,,,,,,right_only,426,552.0,2010-08-13
2010-10-25T14:42:22.460Z,-3.487,100.08200000000001,20.1,7.8,"Kepulauan Mentawai region, Indonesia",earthquake,2010.0,10.0,25.0,2010-10-25,2010-10-25,14.0,42.0,22.0,4.0,1.0,20.0,,0.0,INDONESIA,,60.0,SUMATRA,-3.487,100.08200000000001,16.9,358.0,,,,431.0,,,39.0,both,427,5226.0,2010-10-25
,,,,7.4,,,2010.0,12.0,21.0,,2010-12-21,17.0,19.0,40.6,4.0,1.0,14.0,,0.0,JAPAN,,85.0,BONIN ISLANDS,26.901,143.69799999999998,0.13,4.0,,,,,,,,right_only,428,1829.0,2010-12-21
2010-12-25T13:16:37.000Z,-19.702,167.947,16.0,7.3,Vanuatu region,earthquake,2010.0,12.0,25.0,2010-12-25,2010-12-25,13.0,16.0,37.0,4.0,1.0,16.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-19.702,167.947,4.1,12.0,,,,,,4.0,,both,429,3159.0,2010-12-25
,,,,6.5,,,2011.0,1.0,9.0,,2011-01-09,10.0,3.0,44.2,4.0,1.0,24.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-19.157,168.31099999999998,0.03,1.0,,,,,,,,right_only,430,156.0,2011-01-09
,,,,6.8,,,2011.0,2.0,11.0,,2011-02-11,20.0,5.0,30.7,4.0,1.0,28.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-36.474000000000004,-73.125,0.15,1.0,,,,,,,,right_only,431,25.0,2011-02-11
,,,,6.1,,,2011.0,2.0,21.0,,2011-02-21,23.0,51.0,42.3,2.0,3.0,6.0,,0.0,NEW ZEALAND,,81.0,SOUTH ISLAND,-43.583,172.68,3.5,1.0,,,,,,,,right_only,432,201.0,2011-02-21
,,,,7.5,,,2011.0,3.0,9.0,,2011-03-09,2.0,45.0,20.3,4.0,1.0,32.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,38.435,142.842,0.6,11.0,,,,,,,,right_only,433,354.0,2011-03-09
,,,,9.1,,,2011.0,3.0,11.0,,2011-03-11,5.0,46.0,24.1,4.0,1.0,30.0,,7.0,JAPAN,,85.0,HONSHU ISLAND,38.297,142.372,39.26,6279.0,,,,18431.0,,6157.0,220085.456,right_only,434,18266.0,2011-03-11
,,,,7.1,,,2011.0,4.0,7.0,,2011-04-07,14.0,32.0,43.2,4.0,1.0,42.0,,0.0,JAPAN,,85.0,E. COAST HONSHU ISLAND,38.275999999999996,141.588,0.08,1.0,,,,,,,,right_only,435,84.0,2011-04-07
,,,,6.8,,,2011.0,5.0,10.0,,2011-05-10,8.0,55.0,9.0,4.0,1.0,11.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-20.244,168.226,0.03,1.0,,,,,,,,right_only,436,251.0,2011-05-10
,,,,7.3,,,2011.0,6.0,24.0,,2011-06-24,3.0,9.0,39.4,4.0,1.0,52.0,,0.0,USA,AK,87.0,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.83599999999998,0.1,7.0,,,,,,,,right_only,437,3879.0,2011-06-24
,,,,7.6,,,2011.0,7.0,6.0,,2011-07-06,19.0,3.0,18.2,4.0,1.0,17.0,,0.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-29.539,-176.34,1.2,24.0,,,,,,,,right_only,438,10306.0,2011-07-06
,,,,7.0,,,2011.0,7.0,10.0,,2011-07-10,0.0,57.0,10.8,4.0,1.0,23.0,,0.0,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,0.09,1.0,,,,,,,,right_only,439,171.0,2011-07-10
,,,,7.1,,,2011.0,8.0,20.0,,2011-08-20,16.0,55.0,2.5,4.0,1.0,32.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-18.365,168.143,0.19,4.0,,,,,,,,right_only,440,430.0,2011-08-20
,,,,7.0,,,2011.0,8.0,20.0,,2011-08-20,18.0,19.0,23.5,4.0,1.0,28.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-18.311,168.218,0.15,1.0,,,,,,,,right_only,441,63.0,2011-08-20
,,,,6.8,,,2011.0,9.0,2.0,,2011-09-02,10.0,55.0,53.5,4.0,1.0,32.0,,0.0,USA,AK,87.0,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.17100000000001,-171.708,0.06,1.0,,,,,,,,right_only,442,168.0,2011-09-02
,,,,7.4,,,2011.0,10.0,21.0,,2011-10-21,17.0,57.0,16.1,4.0,1.0,33.0,,0.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-28.993000000000002,-176.238,0.14,3.0,,,,,,,,right_only,443,1881.0,2011-10-21
,,,,7.0,,,2012.0,2.0,2.0,,2012-02-02,13.0,34.0,40.6,4.0,1.0,23.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-17.827,167.13299999999998,0.08,1.0,,,,,,,,right_only,444,125.0,2012-02-02
,,,,6.7,,,2012.0,3.0,9.0,,2012-03-09,7.0,9.0,50.9,4.0,1.0,16.0,,0.0,VANUATU,,82.0,OFF EAST COAST OF VANUATU,-19.125,169.613,0.05,2.0,,,,,,,,right_only,445,441.0,2012-03-09
,,,,6.9,,,2012.0,3.0,14.0,,2012-03-14,9.0,8.0,35.1,4.0,1.0,12.0,,0.0,JAPAN,,85.0,HOKKAIDO ISLAND,40.887,144.944,0.2,2.0,,,,,,,,right_only,446,290.0,2012-03-14
,,,,7.4,,,2012.0,3.0,20.0,,2012-03-20,18.0,2.0,47.4,4.0,1.0,20.0,,0.0,MEXICO,,88.0,S. MEXICO,16.493,-98.23100000000001,0.2,2.0,,,,,,,,right_only,447,449.0,2012-03-20
,,,,8.6,,,2012.0,4.0,11.0,,2012-04-11,8.0,38.0,36.7,4.0,1.0,20.0,,0.0,INDONESIA,,60.0,OFF W. COAST OF N SUMATRA,2.327,93.06299999999999,,20.0,,,,,,,,right_only,448,4859.0,2012-04-11
,,,,8.2,,,2012.0,4.0,11.0,,2012-04-11,10.0,43.0,10.8,4.0,1.0,25.0,,0.0,INDONESIA,,60.0,OFF W. COAST OF N SUMATRA,0.802,92.463,,4.0,,,,,,,,right_only,449,2241.0,2012-04-11
,,,,6.3,,,2012.0,4.0,14.0,,2012-04-14,22.0,5.0,26.4,4.0,1.0,11.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-18.972,168.74099999999999,,1.0,,,,,,,,right_only,450,265.0,2012-04-14
,,,,7.3,,,2012.0,8.0,27.0,,2012-08-27,4.0,37.0,19.4,4.0,1.0,28.0,,0.0,EL SALVADOR,,88.0,EL SALVADOR-NICARAGUA,12.139000000000001,-88.59,6.3,38.0,,,,,,40.0,,right_only,451,11113.0,2012-08-27
,,,,7.6,,,2012.0,8.0,31.0,,2012-08-31,12.0,47.0,33.3,4.0,1.0,28.0,,0.0,PHILIPPINES,,84.0,PHILIPPINE ISLANDS,10.811,126.63799999999999,0.15,17.0,,,,,,,,right_only,452,6124.0,2012-08-31
,,,,7.6,,,2012.0,9.0,5.0,,2012-09-05,14.0,42.0,7.8,4.0,1.0,35.0,,0.0,COSTA RICA,,88.0,COSTA RICA,10.085,-85.315,0.16,3.0,,,,,,,,right_only,453,1326.0,2012-09-05
,,,,7.7,,,2012.0,10.0,28.0,,2012-10-28,3.0,4.0,8.8,4.0,1.0,14.0,,0.0,CANADA,BC,88.0,BRITISH COLUMBIA,52.788000000000004,-132.101,12.98,176.0,,,,1.0,,,,right_only,454,13508.0,2012-10-28
,,,,7.3,,,2012.0,11.0,7.0,,2012-11-07,16.0,35.0,46.9,4.0,1.0,24.0,,0.0,GUATEMALA,,88.0,GUATEMALA,13.988,-91.895,0.35,6.0,,,,,,,,right_only,455,6854.0,2012-11-07
,,,,7.2,,,2012.0,12.0,7.0,,2012-12-07,8.0,18.0,23.1,4.0,1.0,31.0,,0.0,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,37.89,143.94899999999998,1.0,3.0,,,,,,,,right_only,456,242.0,2012-12-07
,,,,7.5,,,2013.0,1.0,5.0,,2013-01-05,8.0,58.0,19.3,4.0,1.0,10.0,,0.0,USA,AK,87.0,"SE. ALASKA, AK",55.393,-134.65200000000002,1.5,8.0,,,,,,,,right_only,457,329.0,2013-01-05
,,,,7.9,,,2013.0,2.0,6.0,,2013-02-06,1.0,12.0,25.8,4.0,1.0,24.0,,0.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-10.765999999999998,165.114,11.0,124.0,,,,10.0,,15.0,,right_only,458,13124.0,2013-02-06
,,,,7.0,,,2013.0,2.0,8.0,,2013-02-08,15.0,26.0,38.4,4.0,1.0,21.0,,0.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-10.927999999999999,166.018,0.09,1.0,,,,,,,,right_only,459,33.0,2013-02-08
,,,,7.2,,,2013.0,4.0,19.0,,2013-04-19,3.0,5.0,52.6,2.0,1.0,110.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,46.221000000000004,150.78799999999998,0.2,1.0,,,,,,,,right_only,460,407.0,2013-04-19
,,,,6.5,,,2013.0,7.0,21.0,,2013-07-21,5.0,9.0,31.4,4.0,1.0,17.0,,0.0,NEW ZEALAND,,81.0,COOK STRAIT,-41.70399999999999,174.33700000000002,0.07,2.0,,,,,,,,right_only,461,95.0,2013-07-21
,,,,6.5,,,2013.0,8.0,16.0,,2013-08-16,2.0,31.0,47.0,4.0,1.0,10.0,,0.0,NEW ZEALAND,,81.0,WELLINGTON,-41.731,174.02700000000002,0.08,2.0,,,,,,,,right_only,462,80.0,2013-08-16
,,,,7.1,,,2013.0,10.0,25.0,,2013-10-25,17.0,10.0,0.0,4.0,1.0,10.0,,0.0,JAPAN,,85.0,E. COAST HONSHU ISLAND,37.2,144.6,0.4,9.0,,,,,,,,right_only,463,1235.0,2013-10-25
,,,,7.7,,,2013.0,11.0,17.0,,2013-11-17,9.0,4.0,53.0,4.0,1.0,10.0,,0.0,ANTARCTICA,,71.0,SCOTIA SEA,-60.273999999999994,-46.401,0.15,2.0,,,,,,,,right_only,464,892.0,2013-11-17
,,,,6.7,,,2014.0,3.0,16.0,,2014-03-16,21.0,16.0,0.0,4.0,1.0,21.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-19.965,-70.814,0.26,7.0,,,,,,,,right_only,465,1182.0,2014-03-16
,,,,8.2,,,2014.0,4.0,1.0,,2014-04-01,23.0,46.0,26.0,4.0,1.0,25.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-19.61,-70.76899999999999,4.63,201.0,,,,,,,,right_only,466,18642.0,2014-04-01
,,,,7.7,,,2014.0,4.0,3.0,,2014-04-03,2.0,43.0,11.0,4.0,1.0,22.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-20.570999999999998,-70.493,0.74,5.0,,,,,,,,right_only,467,1047.0,2014-04-03
,,,,7.6,,,2014.0,4.0,12.0,,2014-04-12,20.0,14.0,3.0,4.0,1.0,23.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-11.27,162.148,0.05,8.0,,,,,,,,right_only,468,1286.0,2014-04-12
,,,,7.4,,,2014.0,4.0,13.0,,2014-04-13,12.0,36.0,23.0,4.0,1.0,39.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-11.463,162.05100000000002,0.16,9.0,,,,,,,,right_only,469,1270.0,2014-04-13
,,,,7.2,,,2014.0,4.0,18.0,,2014-04-18,14.0,28.0,32.0,4.0,1.0,24.0,,0.0,MEXICO,,88.0,S. MEXICO,17.397000000000002,-100.97200000000001,0.43,2.0,,,,,,,,right_only,470,141.0,2014-04-18
,,,,7.5,,,2014.0,4.0,19.0,,2014-04-19,13.0,29.0,21.0,4.0,1.0,43.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.755,155.024,0.11,1.0,,,,,,,,right_only,471,153.0,2014-04-19
,,,,6.9,,,2014.0,6.0,23.0,,2014-06-23,19.0,20.0,34.0,4.0,1.0,20.0,,0.0,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.976999999999997,-177.725,0.13,5.0,,,,,,,,right_only,472,2738.0,2014-06-23
,,,,7.9,,,2014.0,6.0,23.0,,2014-06-23,20.0,53.0,7.0,4.0,1.0,109.0,,0.0,USA,AK,87.0,"ALEUTIAN ISLANDS, AK",51.849,178.735,0.17,20.0,,,,,,,,right_only,473,4054.0,2014-06-23
,,,,6.5,,,2014.0,7.0,11.0,,2014-07-11,19.0,23.0,22.0,4.0,1.0,20.0,,0.0,JAPAN,,85.0,SANRIKU,37.005,142.453,0.2,6.0,,,,,,,,right_only,474,360.0,2014-07-11
,,,,6.1,,,2014.0,7.0,25.0,,2014-07-25,10.0,55.0,12.0,4.0,1.0,10.0,,0.0,USA,AK,87.0,"PALMA BAY, AK",58.306000000000004,-136.96,0.08,1.0,,,,,,,,right_only,475,37.0,2014-07-25
,,,,7.0,,,2014.0,10.0,9.0,,2014-10-09,2.0,14.0,44.0,4.0,1.0,16.0,,0.0,CHILE,,89.0,EASTER ISLAND REGION,-32.108000000000004,-110.811,0.47,5.0,,,,,,,,right_only,476,3817.0,2014-10-09
,,,,7.3,,,2014.0,10.0,14.0,,2014-10-14,3.0,51.0,46.0,4.0,1.0,40.0,,0.0,EL SALVADOR,,88.0,GULF OF FONSECA,12.526,-88.12299999999999,0.02,2.0,,,,,,,,right_only,477,890.0,2014-10-14
,,,,7.1,,,2014.0,11.0,15.0,,2014-11-15,2.0,32.0,12.0,3.0,1.0,45.0,,0.0,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,1.893,126.522,0.09,3.0,,,,,,,,right_only,478,193.0,2014-11-15
,,,,6.7,,,2015.0,2.0,16.0,,2015-02-16,23.0,6.0,27.0,4.0,1.0,23.0,,0.0,JAPAN,,85.0,HONSHU,39.856,142.881,0.27,3.0,,,,,,,,right_only,479,173.0,2015-02-16
2015-02-19T13:18:32.810Z,-16.4311,168.1483,10.0,6.4,"85km ESE of Lakatoro, Vanuatu",earthquake,2015.0,2.0,19.0,2015-02-19,2015-02-19,13.0,18.0,32.0,4.0,1.0,10.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-16.430999999999997,168.148,8.0,6.0,,,,,,,,both,480,9.0,2015-02-19
,,,,7.5,,,2015.0,3.0,29.0,,2015-03-29,23.0,48.0,1.0,4.0,1.0,41.0,,0.0,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.729,152.562,0.5,2.0,,,,,,,,right_only,481,478.0,2015-03-29
,,,,5.7,,,2015.0,5.0,2.0,,2015-05-02,16.0,51.0,39.0,3.0,1.0,10.0,,0.0,JAPAN,,85.0,S. OF HONSHU ISLAND,31.529,140.213,0.6,3.0,,,,,,,,right_only,482,316.0,2015-05-02
,,,,7.5,,,2015.0,5.0,5.0,,2015-05-05,1.0,44.0,38.0,3.0,1.0,55.0,,0.0,PAPUA NEW GUINEA,,82.0,NEW BRITAIN,-5.462000000000001,151.875,1.0,1.0,,,,,,,,right_only,483,142.0,2015-05-05
,,,,6.7,,,2015.0,7.0,10.0,,2015-07-10,4.0,12.0,54.0,4.0,1.0,12.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.307,158.403,0.01,1.0,,,,,,,,right_only,484,171.0,2015-07-10
,,,,7.0,,,2015.0,7.0,18.0,,2015-07-18,2.0,28.0,22.0,4.0,1.0,11.0,,0.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-10.401,165.141,0.09,5.0,,,,,,,,right_only,485,1346.0,2015-07-18
,,,,6.9,,,2015.0,7.0,27.0,,2015-07-27,4.0,49.0,0.0,4.0,1.0,23.0,,0.0,USA,AK,87.0,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.214,-169.399,0.08,2.0,,,,,,,,right_only,486,325.0,2015-07-27
,,,,8.3,,,2015.0,9.0,16.0,,2015-09-16,22.0,55.0,26.0,4.0,1.0,22.0,,1.0,CHILE,,89.0,CENTRAL CHILE,-31.573,-71.67399999999999,13.6,438.0,,8.4,,8.0,,,,right_only,487,18271.0,2015-09-16
,,,,6.9,,,2015.0,11.0,11.0,,2015-11-11,1.0,54.0,0.0,4.0,1.0,33.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-29.46,-72.12,0.55,2.0,,,,,,,,right_only,488,141.0,2015-11-11
,,,,6.7,,,2015.0,11.0,13.0,,2015-11-13,20.0,51.0,3.0,4.0,1.0,12.0,,0.0,JAPAN,,85.0,JAPAN,31.000999999999998,128.873,0.3,1.0,,,,,,,,right_only,489,159.0,2015-11-13
,,,,6.5,,,2015.0,11.0,17.0,,2015-11-17,7.0,10.0,3.0,4.0,3.0,11.0,,0.0,GREECE,,50.0,IONIAN SEA,38.67,20.6,0.15,1.0,,,,,,,,right_only,490,303.0,2015-11-17
,,,,6.8,,,2015.0,11.0,18.0,,2015-11-18,18.0,31.0,57.0,4.0,1.0,13.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.899,158.422,0.1,1.0,,,,,,,,right_only,491,1702.0,2015-11-18
,,,,7.8,,,2016.0,3.0,2.0,,2016-03-02,12.0,49.0,11.0,4.0,1.0,24.0,,0.0,INDONESIA,,60.0,SW. SUMATRA,-4.952,94.33,0.21,13.0,,,,,,,,right_only,492,3726.0,2016-03-02
,,,,7.8,,,2016.0,4.0,16.0,,2016-04-16,23.0,58.0,0.0,4.0,1.0,17.0,,0.0,ECUADOR,,89.0,OFF COAST,0.35,-80.16,0.5,7.0,,,,,,,,right_only,493,1136.0,2016-04-16
,,,,7.0,,,2016.0,4.0,28.0,,2016-04-28,19.0,33.0,7.0,3.0,1.0,24.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-16.043,167.37900000000002,0.02,2.0,,,,,,,,right_only,494,578.0,2016-04-28
,,,,7.2,,,2016.0,8.0,12.0,,2016-08-12,1.0,26.0,28.0,4.0,1.0,16.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.476999999999997,173.11700000000002,0.19,1.0,,,,,,,,right_only,495,517.0,2016-08-12
,,,,7.4,,,2016.0,8.0,19.0,,2016-08-19,7.0,33.0,11.0,3.0,1.0,10.0,,0.0,UK TERRITORY,,71.0,SOUTHERN ATLANTIC OCEAN,-55.285,-31.877,0.1,1.0,,,,,,,,right_only,496,317.0,2016-08-19
,,,,7.0,,,2016.0,9.0,1.0,,2016-09-01,16.0,37.0,3.0,4.0,1.0,19.0,,0.0,NEW ZEALAND,,81.0,GISBORNE,-37.359,179.146,0.21,4.0,,,,,,,,right_only,497,351.0,2016-09-01
,,,,7.8,,,2016.0,11.0,13.0,,2016-11-13,11.0,2.0,34.0,4.0,1.0,15.0,,1.0,NEW ZEALAND,,81.0,OFF EAST COAST OF SOUTH ISLAND,-42.736999999999995,173.054,6.9,17.0,,,,,,,,right_only,498,866.0,2016-11-13
,,,,6.9,,,2016.0,11.0,21.0,,2016-11-21,20.0,59.0,27.0,4.0,1.0,9.0,,0.0,JAPAN,,85.0,E. COAST HONSHU ISLAND,37.393,141.387,1.44,9.0,,,,,,,,right_only,499,3956.0,2016-11-21
,,,,6.9,,,2016.0,11.0,24.0,,2016-11-24,18.0,43.0,0.0,4.0,1.0,33.0,,0.0,NICARAGUA,,88.0,NICARAGUA,11.96,-88.835,0.08,3.0,,,,,,,,right_only,500,806.0,2016-11-24
,,,,7.8,,,2016.0,12.0,8.0,,2016-12-08,17.0,38.0,28.0,4.0,1.0,40.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.681,161.327,0.43,11.0,,,,,,,,right_only,501,1390.0,2016-12-08
,,,,6.9,,,2016.0,12.0,9.0,,2016-12-09,19.0,11.0,24.0,4.0,1.0,20.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.749,161.132,0.05,5.0,,,,,,,,right_only,502,1308.0,2016-12-09
,,,,7.9,,,2016.0,12.0,17.0,,2016-12-17,10.0,51.0,5.0,4.0,1.0,95.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-4.505,153.52200000000002,0.08,5.0,,,,,,,,right_only,503,2406.0,2016-12-17
,,,,7.6,,,2016.0,12.0,25.0,,2016-12-25,14.0,22.0,0.0,4.0,1.0,30.0,,0.0,CHILE,,89.0,SOUTHERN CHILE,-43.516999999999996,-74.391,0.44,4.0,,,,,,,,right_only,504,331.0,2016-12-25
,,,,6.9,,,2017.0,1.0,3.0,,2017-01-03,21.0,53.0,7.0,4.0,1.0,12.0,,0.0,FIJI,,81.0,FIJI ISLANDS,-19.373,176.05200000000002,0.01,1.0,,,,,,,,right_only,505,285.0,2017-01-03
,,,,7.9,,,2017.0,1.0,22.0,,2017-01-22,4.0,31.0,36.0,4.0,1.0,135.0,,0.0,PAPUA NEW GUINEA,,82.0,BOUGAINVILLE ISLAND,-6.246,155.172,0.04,1.0,,,,,,,,right_only,506,145.0,2017-01-22
,,,,6.9,,,2017.0,4.0,24.0,,2017-04-24,21.0,39.0,22.0,4.0,1.0,28.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-33.038000000000004,-72.062,0.16,4.0,,,,,,,,right_only,507,112.0,2017-04-24
,,,,6.9,,,2017.0,4.0,28.0,,2017-04-28,20.0,23.0,26.0,4.0,1.0,26.0,,0.0,PHILIPPINES,,84.0,"SOCCSKSARGEN, PHILIPPINES",5.504,125.066,0.2,1.0,,,,,,2.0,,right_only,508,,2017-04-28
,,,,6.2,,,2017.0,5.0,1.0,,2017-05-01,12.0,31.0,3.0,4.0,1.0,1.0,,0.0,USA,AK,87.0,"SKAGWAY, AK",59.852,-136.67700000000002,0.06,1.0,,,,,,,,right_only,509,185.0,2017-05-01
,,,,6.3,,,2017.0,6.0,12.0,,2017-06-12,12.0,28.0,15.0,4.0,1.0,12.0,,0.0,GREECE,,50.0,LESBOS,38.93,26.365,0.4,1.0,,,,,,,,right_only,510,5.0,2017-06-12
,,,,7.7,,,2017.0,7.0,17.0,,2017-07-17,23.0,35.0,14.0,4.0,1.0,10.0,,0.0,RUSSIA,,86.0,BERING ISLAND,54.443000000000005,168.857,0.1,1.0,,,,,,,,right_only,511,395.0,2017-07-17
,,,,6.6,,,2017.0,7.0,20.0,,2017-07-20,22.0,31.0,26.0,4.0,1.0,7.0,,0.0,TURKEY,,50.0,GULF OF GÖKOVA,36.929,27.414,1.9,40.0,,,,,,,,right_only,512,226.0,2017-07-20
,,,,8.2,,,2017.0,9.0,8.0,,2017-09-08,4.0,49.0,2.0,4.0,1.0,46.0,,1.0,MEXICO,,88.0,S. MEXICO,14.761,-94.103,2.7,66.0,,,,,,,,right_only,513,11585.0,2017-09-08
,,,,6.7,,,2017.0,10.0,31.0,,2017-10-31,0.0,43.0,12.0,4.0,1.0,24.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.697,169.149,0.15,4.0,,,,,,,,right_only,514,257.0,2017-10-31
,,,,6.6,,,2017.0,11.0,1.0,,2017-11-01,2.0,24.0,7.0,4.0,1.0,22.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.648000000000003,168.859,0.1,4.0,,,,,,,,right_only,515,239.0,2017-11-01
,,,,6.3,,,2017.0,11.0,19.0,,2017-11-19,9.0,26.0,13.0,4.0,1.0,14.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.638,168.673,0.05,1.0,,,,,,,,right_only,516,209.0,2017-11-19
,,,,6.6,,,2017.0,11.0,19.0,,2017-11-19,15.0,10.0,28.0,4.0,1.0,13.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.503,168.59799999999998,0.08,1.0,,,,,,,,right_only,517,205.0,2017-11-19
,,,,7.0,,,2017.0,11.0,19.0,,2017-11-19,22.0,43.0,25.0,4.0,1.0,10.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.325,168.672,0.37,5.0,,,,,,,,right_only,518,254.0,2017-11-19
,,,,7.5,,,2018.0,1.0,10.0,,2018-01-10,2.0,51.0,31.0,4.0,1.0,10.0,,0.0,HONDURAS,,74.0,OFF COAST OF HONDURAS,17.474,-83.51899999999999,0.4,6.0,,,,,,,,right_only,519,593.0,2018-01-10
2018-01-14T09:18:45.540Z,-15.7675,-74.7092,39.0,7.1,"38km SSW of Acari, Peru",earthquake,2018.0,1.0,14.0,2018-01-14,2018-01-14,9.0,18.0,45.0,4.0,1.0,36.0,,0.0,PERU,,89.0,S. PERU,-15.776,-74.744,0.15,4.0,,,,,,,,both,520,541.0,2018-01-14
